[2025-05-30 13:35:33.2001251 | INF] KAPE directory: D:\kape\KAPE
[2025-05-30 13:39:54.9794653 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\Personal\SafeDelete.db-shm to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\Personal\SafeDelete.db-shm. Hashing source file...
[2025-05-30 13:39:55.0065581 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\Personal\SettingsDatabase.db-shm to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\Personal\SettingsDatabase.db-shm. Hashing source file...
[2025-05-30 13:39:55.0359091 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\Personal\SettingsDatabase.db-wal to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\Personal\SettingsDatabase.db-wal. Hashing source file...
[2025-05-30 13:39:55.0693439 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\Personal\SyncEngineDatabase.db to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\Personal\SyncEngineDatabase.db. Hashing source file...
[2025-05-30 13:39:55.0938542 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\Personal\SyncEngineDatabase.db-shm to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\Personal\SyncEngineDatabase.db-shm. Hashing source file...
[2025-05-30 13:39:55.2976249 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\Personal\SyncEngineDatabase.db-wal to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\Personal\SyncEngineDatabase.db-wal. Hashing source file...
[2025-05-30 13:39:55.3277374 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\HP Analytics.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\HP Analytics.evtx. Hashing source file...
[2025-05-30 13:39:55.3560824 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\HP Sure Start.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\HP Sure Start.evtx. Hashing source file...
[2025-05-30 13:39:55.4203869 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Client-Licensing-Platform%4Admin.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Client-Licensing-Platform%4Admin.evtx. Hashing source file...
[2025-05-30 13:39:55.4481260 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-AAD%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-AAD%4Operational.evtx. Hashing source file...
[2025-05-30 13:39:55.4761022 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-AppID%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-AppID%4Operational.evtx. Hashing source file...
[2025-05-30 13:39:55.5030919 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Assistant.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Assistant.evtx. Hashing source file...
[2025-05-30 13:39:55.5361086 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Application-Experience%4Program-Telemetry.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Application-Experience%4Program-Telemetry.evtx. Hashing source file...
[2025-05-30 13:39:55.5672215 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-AppLocker%4EXE and DLL.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-AppLocker%4EXE and DLL.evtx. Hashing source file...
[2025-05-30 13:39:55.5953847 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-AppLocker%4MSI and Script.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-AppLocker%4MSI and Script.evtx. Hashing source file...
[2025-05-30 13:39:55.6487125 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-AppModel-Runtime%4Admin.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-AppModel-Runtime%4Admin.evtx. Hashing source file...
[2025-05-30 13:39:55.6966400 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-AppReadiness%4Admin.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-AppReadiness%4Admin.evtx. Hashing source file...
[2025-05-30 13:39:55.7244279 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-AppReadiness%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-AppReadiness%4Operational.evtx. Hashing source file...
[2025-05-30 13:39:55.7693776 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-AppXDeployment%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-AppXDeployment%4Operational.evtx. Hashing source file...
[2025-05-30 13:39:56.0011790 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-AppXDeploymentServer%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-AppXDeploymentServer%4Operational.evtx. Hashing source file...
[2025-05-30 13:39:56.0322520 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-AppXDeploymentServer%4Restricted.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-AppXDeploymentServer%4Restricted.evtx. Hashing source file...
[2025-05-30 13:39:56.0864280 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-AppxPackaging%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-AppxPackaging%4Operational.evtx. Hashing source file...
[2025-05-30 13:39:56.1376536 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Bits-Client%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Bits-Client%4Operational.evtx. Hashing source file...
[2025-05-30 13:39:56.1669301 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-CloudStore%4Initialization.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-CloudStore%4Initialization.evtx. Hashing source file...
[2025-05-30 13:39:57.7022970 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-CloudStore%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-CloudStore%4Operational.evtx. Hashing source file...
[2025-05-30 13:39:57.7498965 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-CodeIntegrity%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-CodeIntegrity%4Operational.evtx. Hashing source file...
[2025-05-30 13:39:57.7792984 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Containers-BindFlt%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Containers-BindFlt%4Operational.evtx. Hashing source file...
[2025-05-30 13:39:57.8117214 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Containers-Wcifs%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Containers-Wcifs%4Operational.evtx. Hashing source file...
[2025-05-30 13:39:57.8661925 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Crypto-DPAPI%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Crypto-DPAPI%4Operational.evtx. Hashing source file...
[2025-05-30 13:39:57.9161257 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Crypto-NCrypt%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Crypto-NCrypt%4Operational.evtx. Hashing source file...
[2025-05-30 13:39:57.9443977 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-DeviceSetupManager%4Admin.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-DeviceSetupManager%4Admin.evtx. Hashing source file...
[2025-05-30 13:39:57.9721022 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-DeviceSetupManager%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-DeviceSetupManager%4Operational.evtx. Hashing source file...
[2025-05-30 13:39:58.0002795 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Dhcp-Client%4Admin.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Dhcp-Client%4Admin.evtx. Hashing source file...
[2025-05-30 13:39:58.0280925 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Dhcpv6-Client%4Admin.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Dhcpv6-Client%4Admin.evtx. Hashing source file...
[2025-05-30 13:39:58.0555372 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Diagnosis-DPS%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Diagnosis-DPS%4Operational.evtx. Hashing source file...
[2025-05-30 13:39:58.0845230 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Diagnosis-PCW%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Diagnosis-PCW%4Operational.evtx. Hashing source file...
[2025-05-30 13:39:58.1134980 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Diagnosis-Scheduled%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Diagnosis-Scheduled%4Operational.evtx. Hashing source file...
[2025-05-30 13:39:58.1414743 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Diagnostics-Performance%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Diagnostics-Performance%4Operational.evtx. Hashing source file...
[2025-05-30 13:39:58.1707801 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-EnhancedStorage-EhStorClass%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-EnhancedStorage-EhStorClass%4Operational.evtx. Hashing source file...
[2025-05-30 13:39:58.2013266 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-FileHistory-Core%4WHC.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-FileHistory-Core%4WHC.evtx. Hashing source file...
[2025-05-30 13:39:58.2504130 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-GroupPolicy%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-GroupPolicy%4Operational.evtx. Hashing source file...
[2025-05-30 13:39:58.2794240 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-HelloForBusiness%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-HelloForBusiness%4Operational.evtx. Hashing source file...
[2025-05-30 13:39:58.4867017 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Hyper-V-Hypervisor-Admin.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Hyper-V-Hypervisor-Admin.evtx. Hashing source file...
[2025-05-30 13:39:58.5143643 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Hyper-V-Hypervisor-Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Hyper-V-Hypervisor-Operational.evtx. Hashing source file...
[2025-05-30 13:39:59.4670712 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Kernel-Boot%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Kernel-Boot%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:01.5321283 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Kernel-Cache%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Kernel-Cache%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:02.7968733 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Kernel-Dump%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Kernel-Dump%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:04.2047300 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Kernel-EventTracing%4Admin.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Kernel-EventTracing%4Admin.evtx. Hashing source file...
[2025-05-30 13:40:07.3238885 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Kernel-PnP%4Configuration.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Kernel-PnP%4Configuration.evtx. Hashing source file...
[2025-05-30 13:40:08.9519993 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Kernel-PnP%4Device Management.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Kernel-PnP%4Device Management.evtx. Hashing source file...
[2025-05-30 13:40:10.4593034 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Kernel-ShimEngine%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Kernel-ShimEngine%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:13.5506129 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Kernel-WHEA%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Kernel-WHEA%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:14.4919273 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Known Folders API Service.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Known Folders API Service.evtx. Hashing source file...
[2025-05-30 13:40:16.2642630 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-LiveId%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-LiveId%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:16.2944004 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-NCSI%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-NCSI%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:16.3239463 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-NetworkProfile%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-NetworkProfile%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:16.3515986 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-NlaSvc%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-NlaSvc%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:16.3988357 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Ntfs%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Ntfs%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:16.4282075 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Ntfs%4WHC.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Ntfs%4WHC.evtx. Hashing source file...
[2025-05-30 13:40:16.4606709 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Partition%4Diagnostic.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Partition%4Diagnostic.evtx. Hashing source file...
[2025-05-30 13:40:16.4917222 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Perflib%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Perflib%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:16.5237726 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-PowerShell%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-PowerShell%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:16.5722748 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Privacy-Auditing%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Privacy-Auditing%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:16.6359406 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-PushNotification-Platform%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-PushNotification-Platform%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:16.6650653 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-ReadyBoost%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-ReadyBoost%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:16.6946263 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-RemoteAssistance%4Admin.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-RemoteAssistance%4Admin.evtx. Hashing source file...
[2025-05-30 13:40:16.7254783 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-RemoteAssistance%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-RemoteAssistance%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:16.7566111 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Resource-Exhaustion-Detector%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Resource-Exhaustion-Detector%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:16.7884277 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Resource-Exhaustion-Resolver%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Resource-Exhaustion-Resolver%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:16.8164573 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-RestartManager%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-RestartManager%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:16.8687076 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Security-Mitigations%4KernelMode.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Security-Mitigations%4KernelMode.evtx. Hashing source file...
[2025-05-30 13:40:16.9142903 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Shell-ConnectedAccountState%4ActionCenter.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Shell-ConnectedAccountState%4ActionCenter.evtx. Hashing source file...
[2025-05-30 13:40:16.9703843 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Shell-Core%4AppDefaults.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Shell-Core%4AppDefaults.evtx. Hashing source file...
[2025-05-30 13:40:17.0393627 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Shell-Core%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Shell-Core%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:17.0753230 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-SmbClient%4Connectivity.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-SmbClient%4Connectivity.evtx. Hashing source file...
[2025-05-30 13:40:17.1069509 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-SmbClient%4Security.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-SmbClient%4Security.evtx. Hashing source file...
[2025-05-30 13:40:17.1630753 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-SMBServer%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-SMBServer%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:17.2267467 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-StateRepository%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-StateRepository%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:17.2577210 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Storage-ClassPnP%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Storage-ClassPnP%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:17.2885825 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Storage-Storport%4Health.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Storage-Storport%4Health.evtx. Hashing source file...
[2025-05-30 13:40:17.3380198 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Storage-Storport%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Storage-Storport%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:17.3697718 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-StorageSpaces-Driver%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-StorageSpaces-Driver%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:17.5837540 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Store%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Store%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:17.6130493 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Storsvc%4Diagnostic.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Storsvc%4Diagnostic.evtx. Hashing source file...
[2025-05-30 13:40:17.6429723 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Maintenance.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Maintenance.evtx. Hashing source file...
[2025-05-30 13:40:17.6753296 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:17.7046038 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-TWinUI%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-TWinUI%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:17.7398021 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-UAC%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-UAC%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:17.7723085 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-UniversalTelemetryClient%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-UniversalTelemetryClient%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:17.8016188 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-User Device Registration%4Admin.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-User Device Registration%4Admin.evtx. Hashing source file...
[2025-05-30 13:40:17.8300620 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-User Profile Service%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-User Profile Service%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:17.8631337 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-UserPnp%4DeviceInstall.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-UserPnp%4DeviceInstall.evtx. Hashing source file...
[2025-05-30 13:40:17.8960536 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-VolumeSnapshot-Driver%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-VolumeSnapshot-Driver%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:17.9259419 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Wcmsvc%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Wcmsvc%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:17.9547969 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-WebAuthN%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-WebAuthN%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:17.9834315 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-WER-PayloadHealth%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-WER-PayloadHealth%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:18.0475489 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx. Hashing source file...
[2025-05-30 13:40:18.6939856 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-WindowsBackup%4ActionCenter.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-WindowsBackup%4ActionCenter.evtx. Hashing source file...
[2025-05-30 13:40:19.7609213 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-WindowsUpdateClient%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-WindowsUpdateClient%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:19.8314717 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-WinINet-Config%4ProxyConfigChanged.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-WinINet-Config%4ProxyConfigChanged.evtx. Hashing source file...
